,China,Dist,Distributor,Domestic_gross,Domestic_percentage,Intr_gross,Intr_percentage,Japan,Movie,MpaaRating,ProdBudget,Russia - CIS,United Kingdom,UsDist,UsRelease,WW_gross,dummy2,movie,updatedGenre
112,,UPI,A24,25400000.0,69.0,11400000.0,31.0,,Ex Machina,R,15000000.0,,3816953.0,A24,2015-04-10,36900000.0,,exmachina,Sci-Fi Thriller
113,,Alfa,Wein.,13700000.0,37.3,23000000.0,62.7,,Burnt,R,20000000.0,900646.0,1611291.0,Weinstein Company,2015-10-30,36600000.0,,adamjones,Comedy
114,,E1,BG,29500000.0,82.0,6500000.0,18.0,,A Walk in the Woods,R,,,980596.0,Broad Green Pictures,2015-09-02,36000000.0,,walkinthewoods,Comedy
115,,UIP,A24,14700000.0,41.5,20700000.0,58.5,1620378.0,Room,R,,,4418834.0,A24,2015-10-16,35400000.0,,room2015,Drama
116,,UIP,Uni.,17800000.0,51.6,16700000.0,48.4,268658.0,Steve Jobs,R,30000000.0,381236.0,3377030.0,Universal,2015-10-09,34400000.0,,jobs2015,Drama
117,,Fox,Fox,5800000.0,16.9,28500000.0,83.1,,Victor Frankenstein,PG-13,,3205055.0,1395831.0,Fox,2015-11-25,34200000.0,,frankenstein2014,Drama
118,,PPI,Par.,22300000.0,67.3,10900000.0,32.7,,Project Almanac,PG-13,12000000.0,1648348.0,1799878.0,Paramount,2015-01-30,33200000.000000004,,almanac,Sci-Fi
119,5400980.0,-,Focus,12300000.0,40.2,18200000.0,59.8,,Self/Less,PG-13,26000000.0,2610078.0,336045.0,Focus Features,2015-07-10,30500000.0,,selfless,Sci-Fi Thriller
120,,-,FoxS,12200000.0,40.5,18000000.0,59.5,,Far from the Madding Crowd,PG-13,,105418.0,8767667.0,Fox Searchlight,2015-05-01,30200000.0,,maddingcrowd,Drama
121,,-,RAtt.,12600000.0,43.8,16100000.000000002,56.2,,Love & Mercy,PG-13,,,164156.0,Roadside Attractions,2015-06-05,28600000.0,,loveandmercy,Drama
122,,-,SPC,4000000.0,14.7,23400000.0,85.3,,Irrational Man,R,,732001.0,638508.0,Sony Classics,2015-07-17,27400000.0,,irrationalman,Comedy
123,3010322.0,-,LGF,14400000.0,53.2,12700000.0,46.8,,American Ultra,R,28000000.0,2135533.0,982216.0,Lionsgate,2015-08-21,27100000.0,,americanultra,Comedy
124,,WB,SPC,3100000.0,11.5,23900000.0,88.5,258761.0,Wild Tales,R,,334439.0,613979.0,Sony Classics,2015-02-20,27000000.0,,wildtales,Foreign
125,,Fox,Sony,21100000.0,80.3,5200000.0,19.7,,Aloha,PG-13,37000000.0,,,Sony / Columbia,2015-05-29,26300000.0,,crowe2014,Comedy
126,3449490.0,Fox,WB,12200000.0,49.1,12700000.0,50.9,,The 33,PG-13,,,37342.0,Warner Bros.,2015-11-13,24900000.0,,33,Drama
127,,Distribution,ORF,10700000.0,44.1,13500000.0,55.9,265917.0,The Gunman,R,40000000.0,296588.0,1363276.0,Open Road Films,2015-03-20,24200000.0,,gunman2015,Thriller
128,80120000.0,CL,CL,287000.0,1.3,21500000.0,98.7,,Go Away Mr. Tumor,Unrated,,,,China Lion,2015-08-14,21800000.0,,goawaymrtumor,Comedy
129,,-,Rela.,21600000.0,100.0,,0.0,,Black or White,PG-13,9000000.0,,,Relativity,2015-01-30,21600000.0,,blackorwhite,Drama
130,,UPI,Uni.,8000000.0,40.7,11600000.0,59.3,,Blackhat,R,70000000.0,836826.0,226802.0,Universal,2015-01-16,19700000.0,,mann2015,Thriller
131,,Sony,ORF,17500000.0,97.3,480000.0,2.7,,Dope,R,7000000.0,,,Open Road Films,2015-06-19,18000000.0,,dope,Comedy
132,,Mindblowing,FIP,614000.0,3.4,17200000.0,96.6,,Brothers: Blood Against Blood,Unrated,,,222902.0,FIP,2015-08-14,17900000.0,,brothersbloodagainstblood,Drama
133,,Alfa,A24,7600000.0,43.9,9700000.0,56.1,,While We're Young,R,,,1816785.0,A24,2015-03-27,17300000.0,,whilewereyoung,Comedy
134,,Disney,BV,16399999.999999998,95.9,711000.0,4.1,,Monkey Kingdom,G,,,,Buena Vista,2015-04-17,17100000.0,,monkeykingdom,Documentary
135,,-,Wein.,1100000.0,6.8,15200000.0,93.2,,Macbeth (2015),R,,552940.0,4339629.0,Weinstein Company,2015-12-04,16300000.0,,macbeth15,Drama
136,,-,Focus,4700000.0,29.4,11300000.0,70.6,,Suffragette,PG-13,,,14074045.0,Focus Features,2015-10-23,16000000.0,,suffragette,Drama
137,,PPI,Par.,3700000.0,24.9,11200000.0,75.1,,Scouts Guide to the Zombie Apocalypse,R,15000000.0,491354.0,819197.0,"October 30, 2015",,14900000.0,,scoutsvszombies,
138,,Impacto,RTWC,14700000.0,100.0,,0.0,,It Follows,R,,312931.0,1561728.0,Radius-TWC,2015-03-13,14700000.0,,itfollows,Horror
139,,Fox,Fox,10200000.0,70.8,4200000.0,29.2,,Unfinished Business,R,35000000.0,604515.0,1057035.0,Fox,2015-03-06,14400000.0,,vaughn14,Comedy
140,,Sony,PFR,14400000.0,100.0,,0.0,,Woodlawn,PG,,,,Pure Flix,2015-10-16,14400000.0,,woodlawn,Drama
141,,Disney,BV,12400000.0,91.4,1200000.0,8.6,,Strange Magic,PG,,,,Buena Vista,2015-01-23,13600000.0,,strangemagic,Animation
142,,PPI,Par.,12300000.0,94.1,767000.0,5.9,,Hot Tub Time Machine 2,R,14000000.0,374043.0,132158.0,Paramount,2015-02-20,13100000.0,,hottub2,Comedy
143,,California,PFR,13000000.0,100.0,,0.0,,Do You Believe?,PG-13,,,,Pure Flix,2015-03-20,13000000.0,,doyoubelieve,Drama
144,,Constantin,LG/S,1200000.0,9.5,11700000.0,90.5,,Child 44,R,,,2078131.0,Lionsgate/Summit,2015-04-17,13000000.0,,child44,Drama
145,,-,WB,3600000.0,32.3,7500000.0,67.7,,We Are Your Friends,R,,,835025.0,Warner Bros.,2015-08-28,11100000.0,,weareyourfriends,Drama
146,18710000.0,-,WGUSA,130000.0,1.3,10000000.0,98.7,,Kung Fu Killer,Unrated,,,,Well Go USA,2015-04-24,10100000.0,,kungfukiller,Action
147,,PPI,Focus,558000.0,5.5,9500000.0,94.5,,A Little Chaos,R,,,1545193.0,Focus Features,2015-06-26,10100000.0,,alittlechaos,Drama
148,,Constantin,ORF,6000000.0,59.6,4100000.0,40.4,,The Loft,R,,646959.0,,Open Road Films,2015-01-30,10100000.0,,loft,Thriller
149,,Filmladen,Wein.,174000.0,1.8,9300000.0,98.2,132869.0,The Young & Prodigious T.S. Spivet,PG,,,138298.0,Weinstein Company,2015-07-31,9500000.0,,theyoungprodigioustsspivet,Adventure
150,,Fox,FoxS,6800000.0,74.5,2300000.0,25.5,,Me and Earl and the Dying Girl,PG-13,8000000.0,,1126638.0,Fox Searchlight,2015-06-12,9100000.0,,meandearl,Drama
151,,E1,A24,8400000.0,100.0,,0.0,,Amy,R,,101555.0,5737984.0,A24,2015-07-03,8400000.0,,amy,Documentary
152,,UIP,Par.,6700.0,0.1,8300000.000000001,99.9,,Capture the Flag,PG,,43265.0,2211858.0,Paramount,2015-12-04,8300000.000000001,,capturetheflag,Animation
153,,Mindblowing,FIP,522000.0,6.3,7800000.0,93.7,,Shaandaar,Unrated,,,253906.0,FIP,2015-10-22,8300000.000000001,,shaandaar,Comedy
154,,Alfa,BST,7900000.0,95.4,378000.0,4.6,,Trumbo (2015),R,,56733.0,211949.0,"November 6, 2015",,8199999.999999999,,trumbo2015,
155,,Eros,Eros,8199999.999999999,100.0,,0.0,,Bajrangi Bhaijaan,Unrated,,,3699383.0,Eros,2015-07-17,8199999.999999999,,bajrangibhaijaan,Drama
156,,Picture House,BST,7400000.0,100.0,,0.0,,I'll See You In My Dreams,PG-13,,,2831.0,Bleecker Street,2015-05-15,7400000.0,,dreams15,Comedy
157,,-,HTR,7200000.0,100.0,,0.0,,The Green Inferno,R,5000000.0,3836651.0,,High Top Releasing,2015-09-25,7200000.0,,greeninferno,Horror
158,,Sony,SPC,7000000.0,98.5,107000.0,1.5,,Grandma (2015),R,600000.0,,54711.0,Sony Classics,2015-08-21,7100000.0,,grandma2015,Comedy
159,,WB,WB,7000000.0,100.0,,0.0,,Our Brand Is Crisis (2015),R,28000000.0,,39556.0,Warner Bros.,2015-10-30,7000000.0,,ourbrandiscrisis20115,Comedy
160,,Eros,Eros,6600000.0,100.0,,0.0,,Bajirao Mastani,Unrated,,,1929856.0,Eros,2015-12-18,6600000.0,,bajiraomastani,Drama
161,,-,ORF,6500000.0,100.0,,0.0,,Little Boy,PG-13,,,,"April 24, 2015",,6500000.0,,littleboy,
162,,Madman,U/P,3500000.0,55.4,2800000.0,44.6,,What We Do in the Shadows,R,,247242.0,200108.0,Unison/Paladin,2015-02-13,6300000.0,,whatwedointheshadows,Comedy
163,,E1,BST,5600000.0,100.0,,0.0,,Danny Collins,R,10000000.0,105885.0,720695.0,Bleecker Street,2015-03-20,5600000.0,,dannycollins,Comedy
164,,Studio Canal,Magn.,176000.0,3.5,4900000.0,96.5,,Serena,R,,1391814.0,320907.0,Magnolia,2015-03-27,5100000.0,,serena,Drama
165,,Mindblowing,UTV,4900000.0,100.0,,0.0,,Dilwale,Unrated,,,3173604.0,UTV Communications,2015-12-17,4900000.0,,diwale,Comedy
166,,Distribution,FCW,17500.0,0.4,4800000.0,99.6,,Trash,R,,,,Focus World,2015-10-09,4800000.0,,trash,Comedy
167,,Fox,FoxS,4700000.0,100.0,,0.0,,True Story,R,,,214608.0,Fox Searchlight,2015-04-17,4700000.0,,truestory,Drama
168,,Fox,FIP,154000.0,3.3,4500000.0,96.7,,"Buen Dia, Ramon",PG-13,,,,FIP,2015-01-30,4600000.0,,buendiaramon,Foreign
169,,Studio Canal,TFA,20400.0,0.5,4400000.0,99.5,,"Love, Rosie",R,,805943.0,1888461.0,The Film Arcade,2015-02-06,4400000.0,,loverosie,Comedy
170,,Mindblowing,FIP,235000.0,5.3,4200000.0,94.7,,Hamari Adhuri Kahani,Unrated,,,136565.0,FIP,2015-06-12,4400000.0,,hamariadhurikahani,Drama
171,,Mirada,IFC,4200000.0,100.0,,0.0,,45 Years,R,,8365.0,2632138.0,IFC,2015-12-23,4200000.0,,45years,Drama
172,,UIP,Par.,3800000.0,100.0,,0.0,,Anomalisa,R,8000000.0,,321379.0,Paramount,2015-12-30,3800000.0,,anomalisa,Animation
173,,-,RTWC,196000.0,5.2,3600000.0,94.8,,Escobar: Paradise Lost,R,,,,Radius-TWC,2015-06-26,3800000.0,,paradiselost2014,Romantic Thriller
174,,Videocine,LGF,3600000.0,100.0,,0.0,,Spare Parts,PG-13,,,,Lionsgate,2015-01-16,3600000.0,,spareparts,Family
175,,Madman,BG,3400000.0,100.0,,0.0,,Learning to Drive,R,,,45596.0,Broad Green Pictures,2015-08-21,3400000.0,,learningtodrive,Comedy
176,,UIP,Uni.,538000.0,16.1,2800000.0,83.9,,By the Sea,R,10000000.0,208984.0,37732.0,Universal,2015-11-13,3300000.0,,bythesea,Drama
177,,Madman,IFC,819000.0,25.5,2400000.0,74.5,,Sleeping with Other People,R,,24346.0,15030.0,IFC,2015-09-11,3200000.0,,sleepingwithotherpeople,Comedy
178,,Alfa,IFC,3200000.0,100.0,,0.0,,Phoenix (2015),PG-13,,,58634.0,IFC,2015-07-24,3200000.0,,phoenix2015,Foreign
179,,Rialto,SPC,561000.0,17.7,2600000.0,82.3,,Jimmy's Hall,PG-13,,,834030.0,Sony Classics,2015-07-03,3200000.0,,jimmyshall,Drama
180,,-,Eros,3000000.0,100.0,,0.0,,Tanu Weds Manu Returns,Unrated,,,638315.0,Eros,2015-05-22,3000000.0,,tanuwedsmanureturns,Comedy
181,,Constantin,ORF,3000000.0,100.0,,0.0,,Rock The Kasbah,R,,19498.0,5509.0,Open Road Films,2015-10-23,3000000.0,,rockthekasbah,Comedy
182,,Golden Scene,A24,3000000.0,100.0,,0.0,,The End of the Tour,R,,,,A24,2015-07-31,3000000.0,,endofthetour,Drama
183,,UIP,Par.,2600000.0,92.2,218000.0,7.8,,Captive (2015),PG-13,,,79328.0,Paramount,2015-09-18,2800000.0,,captive2015,Thriller
184,,Fox,FoxS,2700000.0,96.5,97100.0,3.5,,He Named Me Malala,PG-13,,,154159.0,Fox Searchlight,2015-10-02,2800000.0,,malala,Documentary
185,,Disney,FoxS,2700000.0,100.0,,0.0,,Youth,R,,503557.0,1367668.0,Fox Searchlight,2015-12-04,2700000.0,,youth,Drama
186,,Distribution,SPC,2500000.0,100.0,,0.0,,Truth,R,,,38000.0,Sony Classics,2015-10-16,2500000.0,,truth,Drama
187,,Fox,FoxS,2500000.0,100.0,,0.0,,Mistress America,R,,,257789.0,Fox Searchlight,2015-08-14,2500000.0,,mistressamerica,Comedy
188,,UIP,Uni.,2200000.0,93.6,149000.0,6.4,,Jem and the Holograms,PG,5000000.0,,12869.0,Universal,2015-10-23,2300000.0,,jemandtheholograms,Musical
189,,CDI,MBox,54000.0,2.4,2200000.0,97.6,,Beloved Sisters,Unrated,,,,Music Box Films,2015-01-09,2200000.0,,belovedsisters,Foreign
190,,-,IFC,7700.0,0.4,2100000.0,99.6,,The Riot Club,R,,,2525772.0,IFC,2015-03-27,2100000.0,,riotclub,Drama
191,,Mindblowing,UTV,2100000.0,100.0,,0.0,,Tamasha,Unrated,,,663313.0,UTV Communications,2015-11-25,2100000.0,,tamasha,Comedy
192,,WB,CLF,2000000.0,100.0,,0.0,,Cake,R,,,,Cinelou Films,2015-01-23,2000000.0,,cake,Drama
193,6730000.0,-,WGUSA,1900000.0,100.0,,0.0,,Assassination (2015),Unrated,,,,Well Go USA,2015-08-07,1900000.0,,assassination15,Drama
194,,Pinnacle,IFC,1900000.0,100.0,,0.0,,Clouds of Sils Maria,R,,,,IFC,2015-04-10,1900000.0,,cloudsofsilsmaria,Drama
195,,-,SPC,1800000.0,100.0,,0.0,,Testament of Youth,PG-13,,,2877384.0,Sony Classics,2015-06-05,1800000.0,,testamentofyouth,Drama
196,,Mindblowing,Yash,1800000.0,100.0,,0.0,,Piku,Unrated,,,369261.0,Yash Raj,2015-05-08,1800000.0,,piku,Comedy
197,,-,LGF,1800000.0,100.0,,0.0,,The Vatican Tapes,PG-13,,990769.0,201.0,Lionsgate,2015-07-24,1800000.0,,vaticantapes,Horror
198,,Sony,SPC,1800000.0,100.0,,0.0,,Son of Saul,R,,27776.0,484104.0,Sony Classics,2015-12-18,1800000.0,,sonofsaul,Drama
199,,Filmladen,FR,410000.0,25.2,1200000.0,74.8,,Janis: Little Girl Blue,Unrated,,,144510.0,FilmRise,2015-11-27,1600000.0,,janislittlegirlblue,Documentary
200,,-,RAtt.,1300000.0,78.2,355000.0,21.8,,'71,R,,,1567094.0,Roadside Attractions,2015-02-27,1600000.0,,71,Drama
201,,-,SPC,1500000.0,100.0,,0.0,,The Diary of a Teenage Girl,R,,,125845.0,Sony Classics,2015-08-07,1500000.0,,diaryofateenagegirl,Drama
202,,Mindblowing,AaF,1400000.0,100.0,,0.0,,I (2015),Unrated,,,,Aascar Film,2015-01-13,1400000.0,,i2015,Foreign
203,,-,SPC,1400000.0,100.0,,0.0,,Infinitely Polar Bear,R,,,,Sony Classics,2015-06-19,1400000.0,,infinitelypolarbear,Comedy
204,,Madman,BG,1400000.0,100.0,,0.0,,99 Homes,R,8000000.0,,57837.0,Broad Green Pictures,2015-09-25,1400000.0,,99homes,Thriller
205,,Eros,Eros,1400000.0,100.0,,0.0,,Welcome Back,Unrated,,,319996.0,Eros,2015-09-04,1400000.0,,welcomeback,Action
206,,-,EOne,547000.0,40.5,802000.0,59.5,,Remember,R,,24800.0,3075.0,Entertainment One,2015-10-16,1300000.0,,remembercanada,Drama
207,,-,SPC,1300000.0,100.0,,0.0,,The Salt of the Earth,PG-13,,62990.0,,Sony Classics,2015-03-27,1300000.0,,saltoftheearth,Documentary
208,,Alfa,Focus,351000.0,26.2,988000.0,73.8,,Maps to the Stars,R,,111553.0,599795.0,Focus Features,2015-02-27,1300000.0,,mapstothestars,Drama
209,,Madman,Magn.,1300000.0,100.0,,0.0,,Iris (2015),PG-13,,,,Magnolia,2015-04-29,1300000.0,,iris2015,Documentary
210,,-,Magn.,1300000.0,100.0,,0.0,,The Wolfpack,R,,,,Magnolia,2015-06-12,1300000.0,,wolfpack,Documentary
211,,-,CJ,1200000.0,100.0,,0.0,,Veteran,Unrated,,,,CJ Entertainment,2015-09-18,1200000.0,,veteran2015,Comedy
212,,-,RTWC,1200000.0,100.0,,0.0,,Goodnight Mommy,R,,,18437.0,Radius-TWC,2015-09-11,1200000.0,,goodnightmommy,Horror
213,,-,Focus,1200000.0,100.0,,0.0,,Black Sea,R,,260024.0,384042.0,Focus Features,2015-01-23,1200000.0,,blacksea,Thriller
214,,E1,RAtt.,1200000.0,100.0,,0.0,,Miss You Already,PG-13,,,2215536.0,Roadside Attractions,2015-11-06,1200000.0,,missyoualready,Drama
215,,-,Orch.,704000.0,62.5,422000.0,37.5,,Cartel Land,R,,,103971.0,The Orchard,2015-07-03,1100000.0,,cartelland,Documentary
216,,Filmladen,Cohen,1100000.0,100.0,,0.0,,Timbuktu,PG-13,,,,Cohen Media Group,2015-01-28,1100000.0,,timbuktu,Foreign
217,,Madman,Orch.,1000000.0,100.0,,0.0,,Dior and I,Unrated,,,,The Orchard,2015-04-10,1000000.0,,diorandi,Documentary
218,,Becker,Focus,1000000.0,100.0,,0.0,,5 Flights Up,PG-13,,,,Focus Features,2015-05-08,1000000.0,,5flightsup,Drama
219,,ABC,MBox,988000.0,100.0,,0.0,,Gett: The Trial of Viviane Amsalem,Unrated,,,,Music Box Films,2015-02-13,988000.0,,gett,Foreign
220,15392640.0,Madman,Elev.,920000.0,100.0,,0.0,,Boruto: Naruto the Movie,Unrated,,,,Eleven Arts,2015-10-10,920000.0,,borutonarutothemovie,Animation
221,,Eros,Eros,919000.0,100.0,,0.0,,Singh is Bling,Unrated,,,539272.0,Eros,2015-10-02,919000.0,,singhisbliing,Comedy
222,,Mindblowing,UTV,892000.0,100.0,,0.0,,ABCD (Any Body Can Dance) 2,Unrated,,,182501.0,UTV Communications,2015-06-19,892000.0,,abcd2,Musical
223,,CDI,Cohen,845000.0,100.0,,0.0,,Mustang,PG-13,,7100.0,93425.0,Cohen Media Group,2015-11-20,845000.0,,mustang,Drama
224,,CDI,SPC,794000.0,100.0,,0.0,,Labyrinth of Lies,R,,,,Sony Classics,2015-09-30,794000.0,,labyrinthoflies,Foreign
225,,Sony,IFC,673000.0,86.9,102000.0,13.1,,The D Train,R,,,13233.0,IFC,2015-05-08,775000.0,,dtrain,Comedy
226,,-,Magn.,702000.0,100.0,,0.0,,Tangerine,R,,,28376.0,Magnolia,2015-07-10,702000.0,,tangerine,Comedy
227,,Filmladen,SPC,695000.0,100.0,,0.0,,Red Army,PG,,,9792.0,Sony Classics,2015-01-23,695000.0,,redarmy,Documentary
228,,Munro,IFC,661000.0,100.0,,0.0,,The Stanford Prison Experiment,R,,,2553.0,IFC,2015-07-17,661000.0,,stanfordprison,Thriller
229,9400000.0,-,WGUSA,633000.0,100.0,,0.0,,The Assassin,Unrated,,,109213.0,Well Go USA,2015-10-16,633000.0,,theassassin,Drama
230,,Palace,Ampl.,623000.0,100.0,,0.0,,"Kumiko, The Treasure Hunter",Unrated,,,,Amplify,2015-03-18,623000.0,,kumiko,Comedy
231,,KNCC,Alc,609000.0,100.0,,0.0,,Welcome to Me,R,,,2242.0,Alchemy,2015-05-01,609000.0,,welcometome,Comedy
232,,Yash Raj,Yash,579000.0,100.0,,0.0,,Detective Byomkesh Bakshy,Unrated,,,,Yash Raj,2015-04-03,579000.0,,detectivebyomkeshbakshy,Thriller
233,,Alfa,LGF,573000.0,100.0,,0.0,,Freeheld,PG-13,,8622.0,18245.0,Lionsgate,2015-10-02,573000.0,,freeheld,Drama
234,,Madman,GK,561000.0,100.0,,0.0,33068148.0,When Marnie Was There,PG,,,141697.0,GKIDS,2015-05-22,561000.0,,whenmarniewasthere,Animation
235,,-,Eros,535000.0,100.0,,0.0,,Gabbar is Back,Unrated,,,307651.0,Eros,2015-05-01,535000.0,,gabbarisback,Foreign
236,,Madman,Elev.,524000.0,100.0,,0.0,,The Last - Naruto the Movie,Unrated,,428849.0,,Eleven Arts,2015-02-20,524000.0,,lastnaruto,Animation
237,,Madman,SD,498000.0,100.0,,0.0,,Peggy Guggenheim Art Addict,Unrated,,,136416.0,"November 6, 2015",,498000.0,,peggyguggenheimartaddict,
238,,Disney,UTV,490000.0,100.0,,0.0,,Phantom (2015),Unrated,,,,UTV Communications,2015-08-28,490000.0,,phantom15,Drama
239,45160000.0,CL,CL,482000.0,100.0,,0.0,,Somewhere Only We Know,Unrated,,,,China Lion,2015-02-13,482000.0,,somewhereonlyweknow,Foreign
240,45420000.0,CL,CL,463000.0,100.0,,0.0,,Let's Get Married,Unrated,,,,China Lion,2015-04-03,463000.0,,letsgetmarried,Foreign
241,,Mindblowing,FIP,451000.0,100.0,,0.0,,Bombay Velvet,Unrated,,,145195.0,FIP,2015-05-15,451000.0,,bombayvelvet,Drama
242,,-,FUN,450000.0,100.0,,0.0,25786343.0,Attack on Titan: Part 1,Unrated,,302422.0,,FUNimation Films,2015-09-30,450000.0,,attackontitanpart1,Animation
243,,Cineart,SPC,429000.0,100.0,,0.0,,Saint Laurent,R,,,,Sony Classics,2015-05-08,429000.0,,saintlaurent,Foreign
244,,Rialto,SHO,426000.0,100.0,,0.0,,Listen to Me Marlon,Unrated,,,70558.0,Showtime,2015-07-29,426000.0,,listentomemarlon,Documentary
245,,-,Abr.,421000.0,100.0,,0.0,,Heart of a Dog,Unrated,,6166.0,23430.0,"October 21, 2015",,421000.0,,heartofadog,
246,33461140.0,CL,CL,418000.0,100.0,,0.0,,The Witness (Wo shi zheng ren),Unrated,,,,"October 30, 2015",,418000.0,,woshizhengren,
247,,-,Osci.,377000.0,100.0,,0.0,,The Second Mother,R,,,,Oscilloscope Pictures,2015-08-28,377000.0,,thesecondmother,Foreign
248,,Mindblowing,UTV,365000.0,100.0,,0.0,,Katti Batti,Unrated,,,155502.0,UTV Communications,2015-09-18,365000.0,,kattibatti,Comedy
249,,-,GK,355000.0,100.0,,0.0,,Kahlil Gibran's The Prophet,PG,,,,GKIDS,2015-08-07,355000.0,,theprophet,Animation
250,,Rialto,Asp.,347000.0,100.0,,0.0,,Noble,PG-13,,,4388.0,Aspiration Media,2015-05-08,347000.0,,noble,Drama
251,,-,WGUSA,338000.0,100.0,,0.0,,Northern Limit Line,Unrated,,,,Well Go USA,2015-07-17,338000.0,,northernlimitline,Drama
252,,Saggi,Eros,325000.0,100.0,,0.0,,Shamitabh,Unrated,,,,Eros,2015-02-06,325000.0,,shamitabh,Foreign
253,,Filmladen,KL,322000.0,100.0,,0.0,,Jafar Panahi's Taxi,Unrated,,7852.0,43041.0,Kino Lorber,2015-10-02,322000.0,,taxitehran,Drama
254,,Disney,IFC,316000.0,100.0,,0.0,,Good Kill,R,,,,IFC,2015-05-15,316000.0,,goodkill,Drama
255,68450000.0,-,CL,311000.0,100.0,,0.0,,Running Man (2015),Unrated,,,,China Lion,2015-01-30,311000.0,,runningman2015,Foreign
256,,ABC,FM,283000.0,100.0,,0.0,,Theeb,Unrated,,,74035.0,Film Movement,2015-11-06,283000.0,,theeb,Adventure
257,,-,Magn.,282000.0,100.0,,0.0,,White God,R,,,,Magnolia,2015-03-27,282000.0,,whitegod,Foreign
258,,Polyfilm,Strand,282000.0,100.0,,0.0,,A Borrowed Identity,Unrated,,,,Strand,2015-06-26,282000.0,,aborrowedidentity,Drama
259,,Arthouse,Cohen,260000.0,100.0,,0.0,,Hitchcock/Truffaut,PG-13,,17736.0,33571.0,Cohen Media Group,2015-12-02,260000.0,,hitchcocktruffaut,Documentary
260,,-,Alc,249000.0,100.0,,0.0,,Love (2015),Unrated,3000000.0,,65829.0,Alchemy,2015-10-30,249000.0,,lovenoe,Drama
261,,Saggi,Eros,236000.0,100.0,,0.0,,Tevar,Unrated,,,,Eros,2015-01-09,236000.0,,tevar,Foreign
262,59010000.0,China Film,CJ,235000.0,100.0,,0.0,,20 Once Again,Unrated,,,,CJ Entertainment,2015-01-16,235000.0,,20onceagain,Foreign
263,,-,A24,229000.0,100.0,,0.0,,Slow West,R,,16153.0,559614.0,A24,2015-05-20,229000.0,,slowwest,Action
264,141020000.0,HuaXia,WGUSA,229000.0,100.0,,0.0,,The Taking of Tiger Mountain,Unrated,,,,Well Go USA,2015-01-02,229000.0,,takingoftigermountain,Action
265,,PPI,ADC,228000.0,100.0,,0.0,,A Royal Night Out,PG-13,,,1590567.0,Atlas Distribution,2015-12-04,228000.0,,aroyalnightout,Drama
266,,Polyfilm,Magn.,223000.0,100.0,,0.0,,A Pigeon Sat on a Branch Reflecting on Existence,PG-13,,62641.0,,Magnolia,2015-06-03,223000.0,,pigeon,Comedy
267,22640355.0,CL,CL,213000.0,100.0,,0.0,,Fall in Love Like a Star,Unrated,,,,China Lion,2015-12-04,213000.0,,fallinlovelikeastar,Romance
268,,Alfa,A24,209000.0,100.0,,0.0,,Dark Places,R,,,892.0,A24,2015-08-07,209000.0,,darkplaces,Drama
269,,IFA,MBox,192000.0,100.0,,0.0,,Gemma Bovery,R,,,,Music Box Films,2015-05-29,192000.0,,gemmabovary,Comedy
270,,Gaumont,Drft.,191000.0,100.0,,0.0,,The Connection,R,,40555.0,,Drafthouse,2015-05-15,191000.0,,connection2015,Foreign
271,34180000.0,China Film,CL,189000.0,100.0,,0.0,,Love and Lost (Shi Gu),Unrated,,,,China Lion,2015-03-20,189000.0,,loveandlost,Foreign
272,,WB,RAtt.,188000.0,100.0,,0.0,,Stonewall (2015),R,,,,Roadside Attractions,2015-09-25,188000.0,,stonewall15,Drama
273,,-,RAtt.,187000.0,100.0,,0.0,,Maggie,PG-13,,,,Roadside Attractions,2015-05-08,187000.0,,maggie,Drama
274,,Golden Village,CJ,185000.0,100.0,,0.0,,The Priests,Unrated,,,,CJ Entertainment,2015-11-26,185000.0,,thepriests,Crime
275,,Polyfilm,Gold.,173000.0,100.0,,0.0,,The Farewell Party,Unrated,,,,Samuel Goldwyn,2015-05-22,173000.0,,farewellparty,Foreign
276,,Imagine,Gold.,172000.0,100.0,,0.0,,A Brilliant Young Mind,PG-13,,,,Samuel Goldwyn,2015-09-11,172000.0,,abrilliantyoungmind,Comedy
277,63620000.0,Roadshow,WGUSA,165000.0,100.0,,0.0,,Snow Girl and the Dark Crystal,Unrated,,,,Well Go USA,2015-02-27,165000.0,,snowgirl,Foreign
278,,Deltamac,CJ,164000.0,100.0,,0.0,,C'Est Si Bon,Unrated,,,,CJ Entertainment,2015-02-13,164000.0,,cestsibon,Foreign
279,6066913.0,-,CL,163000.0,100.0,,0.0,,The Last Women Standing,Unrated,,,,China Lion,2015-11-11,163000.0,,thelastwomenstanding,Comedy
280,,-,IFC,163000.0,100.0,,0.0,,5 to 7,R,,120909.0,,IFC,2015-04-03,163000.0,,5to7,Romance
281,,IFA,FM,159000.0,100.0,,0.0,,Human Capital,Unrated,,,,Film Movement,2015-01-09,159000.0,,humancapital,Foreign
282,,Rialto,Magn.,156000.0,100.0,,0.0,,Experimenter,PG-13,,,,Magnolia,2015-10-16,156000.0,,experimenter,Drama
283,,Alfa,Rela.,155000.0,100.0,,0.0,,Desert Dancer,PG-13,,14002.0,2873.0,Relativity,2015-04-10,155000.0,,desertdancer,Drama
284,,-,BG,152000.0,100.0,,0.0,,Samba,R,,250872.0,,Broad Green Pictures,2015-07-24,152000.0,,samba,Foreign
285,,-,Drft.,151000.0,100.0,,0.0,,The Tribe,Unrated,,,,Drafthouse,2015-06-17,151000.0,,tribe2015,Foreign
